"","theta"
"378",0.659819658435943
"379",-1.23083148529395
"380",0.0588470837224934
"381",-1.07542709572015
"382",-0.408840139365478
"383",0.291483847386149
"384",-1.00087734759328
"385",0.43586840372072
"386",-1.50282312542561
"387",1.8631806842689
"388",-0.0470274194815701
"389",-0.764345028863385
"390",-0.317128278719508
"391",1.17708112415041
"392",-0.035614614748906
"393",1.23619418706535
"394",0.375569546319507
"395",0.934015894310626
"396",-0.703479034092045
"397",1.36480238731675
"398",0.914436004252394
"399",0.848219507390606
"400",0.0459467243180486
"401",-0.334271795010322
"402",-0.952647148131581
"403",-2.23948629821596
"404",-0.0688412455193971
"405",1.12008072897622
"406",1.18326270293312
"407",0.365010584914566
"408",1.37235662849121
"409",-1.34254900929784
"410",-0.427986714303405
"411",-0.127698608105051
"412",-0.311387020256859
"413",-0.396104863737196
"414",1.12843004391227
"415",-0.430120340847043
"416",0.88252880566726
"417",1.03566578151261
"418",0.799614271874805
"419",0.614812514304583
"420",-0.524216552931774
"421",-1.1339342297396
"422",0.896621942379354
"423",-1.01720774325414
"424",0.105724833856596
"425",0.485279599469709
"426",1.08803194199634
"427",1.98421419478945
"428",0.229869239101986
"429",-1.01050887760871
"430",-0.940426856243309
"431",1.69809177462199
"432",-1.17592863276598
"433",-0.346472930482102
"434",-0.881912626958239
"435",-0.189335759137837
"436",1.89530761946777
"437",-1.17978758751107
"438",1.51643093558456
"439",0.409457320826407
"440",1.56915384767399
"441",0.543341777297119
"442",1.01313907146733
"443",-1.08503201096288
"444",1.49322382210108
"445",-0.227252053850588
"446",0.47889847047106
"447",0.00417417293723121
"448",-1.3889556763874
"449",-0.223854349562559
"450",0.408682160769635
"451",-1.28967869903127
"452",1.48294581238002
"453",0.79746219330775
"454",0.121246447249668
"455",1.51814277556256
"456",-1.06201488422623
"457",-0.349131131512039
"458",-0.0774373798151592
"459",1.91215363352478
"460",0.146566196003787
"461",-0.439091307323298
"462",1.57353884704714
"463",-0.928587686598289
"464",1.02851268330311
"465",-0.578964899907371
"466",-0.748827246131139
"467",0.0180780532064689
"468",-0.756742042294804
"469",0.362604406978119
"470",0.235485904254879
"471",0.558762299090245
"472",1.07358345931584
"473",0.278422048990657
"474",-0.403341136132603
"475",-0.716874383866184
"476",1.12063295815274
"477",0.792074425887017
"478",-0.0617196015648879
"479",0.128099894921818
"480",-1.1105041318793
"481",1.11261106387291
"482",-1.54570465680962
"483",-1.07204801711756
"484",0.672908041908681
"485",-0.341124567067573
"486",-0.381803707492505
"487",0.337632128820128
"488",-0.134151410485851
"489",0.303449320750206
"490",0.673951364849923
"491",0.872433879973921
"492",0.429592929236695
"493",-0.421233808491541
"494",0.507605621480102
"495",-0.874808537935213
"496",-0.189846907748314
"497",0.194671774509147
"498",-0.328949114239994
"499",-2.14402926954944
"500",1.46682812635585
"501",1.34990569111477
"502",1.54416729304521
"503",-0.303263963743823
"504",0.440311675382255
"505",-0.138553218851979
"506",-0.263638095211543
"507",-0.298326248170776
"508",0.716581845541589
"509",1.13653775709319
"510",0.0275141116896207
"511",-0.186019605131766
"512",0.891206864383618
"513",1.94322324518974
"514",-0.0719174177480608
"515",1.52096868809763
"516",0.491103271728653
"517",0.347474707464481
"518",-0.709214605803851
"519",0.473787584243013
"520",0.26098113488387
"521",-1.04024159194281
"522",-0.0226236996513271
"523",1.49547228486308
"524",-0.704262239768264
"525",-0.130765454153718
"526",1.61508408819585
"527",-0.00199939776357596
"528",-0.424134457049771
"529",-0.208187614392284
"530",-1.61761695813348
"531",0.610139491901196
"532",0.13807166434401
"533",0.399856633117441
"534",0.173567467577515
"535",1.14575814081593
"536",-0.467516388003333
"537",0.464131752914376
"538",-0.63415863356999
"539",-1.2225425318169
"540",1.26284250553913
"541",-0.275962681035563
"542",0.484202309265854
"543",-0.72248514601768
"544",0.939240402202867
"545",-1.97651391969736
"546",0.00749746776646795
"547",0.00597897765730882
"548",-1.84054277568566
"549",-0.429872706204133
"550",1.39732321453947
"551",1.0189225814587
"552",-0.0336850796643225
"553",0.551853397792302
"554",-0.83085613332186
"555",0.25817760914787
"556",0.871522553326668
"557",-1.39918827497542
"558",-0.511339061620528
"559",0.738702764671644
"560",0.472010184899286
"561",-0.206853059213838
"562",-1.12627318066173
"563",1.16522482833252
"564",0.00291503060097709
"565",-0.20372051657232
"566",0.133807916223999
"567",0.863961847809255
"568",0.784793659119337
"569",0.436521123369246
"570",1.42018884887615
"571",-0.167002363158941
"572",-0.45293682564035
"573",0.036703785553072
"574",-1.03991873242906
"575",0.469017155403289
"576",0.164410590513095
"577",-0.435389648021208
"578",1.37063059358086
"579",-1.06356590438128
"580",-0.856139812773189
"581",0.10448357974375
"582",0.432409295754905
"583",0.150290744203297
"584",1.55375973238433
"585",0.107639737884425
"586",-0.100985589721027
"587",-0.362920693914774
"588",-0.0214426523479467
"589",0.420752212708744
"590",-0.607990571844295
"591",-0.79560773684196
"592",-0.795734176008887
"593",0.680104302058538
"594",-0.0270814766755392
"595",-0.88884885158656
"596",0.57622001952069
"597",0.0959876109608579
"598",-0.133063320003603
"599",-0.418584844462202
"600",-0.00333659766676934
"601",-0.173897895885266
