"","beta_r2","beta_r3","beta_r4","beta_r5"
"1",-1.14302424443933,-0.329620922970675,0.191200206824745,1.28144496058526
"2",-0.557475686064597,-0.958292196661774,0.0370193693434209,1.47874851338295
"3",-0.793213969580921,-0.595472436949745,0.384787532997781,1.00389887353288
"4",-0.940845096879001,-0.500031750041097,0.365548108492697,1.0753287384274
"5",-1.15026238171641,-0.521703564334603,0.365345454934684,1.30662049111633
"6",-1.23614543314314,-0.72878872951798,0.629789262331635,1.33514490032949
"7",-0.735109424799319,-0.805437428018894,-0.0158684305834525,1.55641528340167
"8",-1.14893185658719,-0.423772216696228,0.320644740376016,1.25205933290741
"9",-0.711993257815393,-0.5790412118066,0.0886222119731097,1.20241225764889
"10",-1.1484858468906,-0.730486130504143,-0.0268100550985587,1.9057820324933
"11",-1.18926791376941,-0.119824061546768,0.266429957267736,1.04266201804845
"12",-0.928247623373407,-0.603457495331452,0.494414008766619,1.03729110993825
"13",-0.778836703345037,-0.382617944673233,0.00635077243020815,1.15510387558807
"14",-1.62352606927153,-0.581649575691602,0.60987726604266,1.59529837892048
"15",-0.645098668594115,-0.648163194495502,0.226338398707838,1.06692346438178
"16",-0.361065374965329,-0.323332633750298,-0.0735265907100602,0.757924599425687
"17",-0.547135108846258,-0.610068732497784,-0.00540821762450712,1.16261205896855
"18",-0.781226913348819,-0.354177723103622,0.60067282803543,0.534731808417011
"19",-0.254752503437092,-0.951516315689687,0.0172776597600929,1.18899115936669
