"","theta"
"366",-0.786565217475486
"367",0.147206988075991
"368",0.948644112278513
"369",-0.181098926372545
"370",-0.74736642233441
"371",-0.00821004471690382
"372",0.392724144769584
"373",0.00224741879447628
"374",-2.39216337942072
"375",0.0236474114627239
"376",1.44686157311424
"377",-0.638406501900075
"378",-0.0820123674645301
"379",-0.478259243199058
"380",-0.0524053189229719
"381",0.844386922286275
"382",0.525444151817068
"383",-0.490427157167954
"384",0.527595866916434
"385",0.623053783003157
"386",1.65253812676212
"387",-0.927304015630888
"388",-1.13015317728175
"389",-1.17904563536378
"390",-0.828200449697213
"391",-1.27005344980877
"392",-0.47750317577972
"393",-0.468311144221972
"394",0.251933581029936
"395",0.563846413712374
"396",-0.821375171031994
"397",0.878793148309981
"398",-0.787169774699629
"399",1.06339809794176
"400",1.24816993032821
"401",-0.308514399314949
"402",0.345236869796243
"403",1.32431392394614
"404",-0.62148930016619
"405",-1.63899905716249
"406",0.478659264813457
"407",0.727164891560526
"408",1.03481508617602
"409",1.32432826409983
"410",0.866318715381499
"411",1.10891264877923
"412",1.35434152444677
"413",0.335072646455374
"414",1.03956382177113
"415",-1.06571614788099
"416",-1.11747057832218
"417",1.34009230797214
"418",-0.700122170651022
"419",-0.139951603977256
"420",-1.41886000979676
"421",-0.195384860930062
"422",1.03453944467594
"423",0.0304230444322936
"424",-0.0117204342160473
"425",1.16094037460039
"426",0.728530335531187
"427",0.964845884002552
"428",-0.148491293976883
"429",0.549430147277028
"430",0.305009538801226
"431",-1.33928144857282
"432",-0.211215887397236
"433",0.148630270200447
"434",0.431711267675587
"435",0.0557127278815206
"436",1.12780192514426
"437",0.559525686344663
"438",-0.240521671681452
"439",0.46706948895531
"440",0.0641320037432743
"441",-0.131526765790113
"442",-0.0264974389424503
"443",0.104847722296954
"444",0.890311622071132
"445",1.55219443918855
"446",-0.439448359864922
"447",0.349230229340288
"448",-0.066495731976839
"449",0.439378330485982
"450",0.309346178672185
"451",-1.42750133370727
"452",0.419201812822817
"453",0.384122347852916
"454",-0.754492082441827
"455",-1.28639278597054
"456",-1.60707381163781
"457",0.256968703203583
"458",0.820517914676492
"459",0.580753244457106
"460",-0.117046390300741
"461",-0.746553931881478
"462",1.19299405609866
"463",0.176984459586325
"464",0.434331711085223
"465",-0.71862146048034
"466",-2.09752645910875
"467",-0.848643048141398
"468",1.13040536889079
"469",-1.83391721994896
"470",0.823619866809536
"471",1.34885087084389
"472",-0.416740677549395
"473",0.0278567194583149
"474",1.38111875338969
"475",1.01657159879961
"476",0.198636276735491
"477",-0.0318353085400197
"478",0.945479673370727
"479",-0.0639953565759298
"480",0.478816946758724
"481",-0.208854394801125
"482",-0.0692269408973514
"483",-0.135798030493541
"484",1.02972010230017
"485",-0.247629790043304
"486",0.523588421111668
"487",0.693218660828154
"488",-0.693941943762207
"489",0.221578233082753
"490",0.173307705544813
"491",1.50665023309212
"492",1.04791270760857
"493",1.06710797133829
"494",0.457091866943342
"495",-0.722064429926718
"496",0.552721399581255
"497",-0.233578220460832
"498",-1.12020213688043
"499",0.59308897714369
